id,Neighborhood,Latitude,Longitude
656,Neriga,12.9117656,77.7765251
657,Obalapura,13.038915,77.975106
658,Purushanahalli,13.2375981,77.3917084
659,Rajaghatta,13.3252905,77.5918101
660,Ramanagaram,17.005308,80.7108898
661,Rameshwara,12.99365815,77.5678622
662,Rampura,24.4678894,75.4404322
663,Reddihalli,13.0800812,78.3669236
664,Sadahalli,13.2111088,77.647022
665,Sankighatta,13.0691707,77.092093
666,Sarjapura,12.8600866,77.7861352
667,Sasalu,13.2120243,77.1501711
668,Sathanur,10.3562095,78.6149883
669,Sathanur,10.3562095,78.6149883
670,Shanumangala,12.7949617,77.431982
671,Shettihalli,13.2086961,78.0481839
672,Shivagange,13.1781542,77.2287036
673,Shivanahalli,12.7238533,77.5753781
674,Shivanapura,13.0063924,77.8694356
675,Shivanapura,13.0063924,77.8694356
676,Shivapura,13.3075851,77.5660059
677,Singarajipura,12.5541658,77.2732718
678,Sogala,15.8481657,74.9635102
679,Soladevanahalli,13.0071985,77.3501716
680,Solur,13.0698018,77.2586709
681,Sondekoppa,13.0204419,77.3825478
682,Sugganahalli,13.1597295,77.1297452
683,Sugganahalli,13.1597295,77.1297452
684,Sulleri,12.5755915,77.1726962
685,Syakaladevanapura,13.2469014,77.4288809
686,Tagachagere,12.6293396,77.2310894
687,Tattekere,12.6728678,77.5737943
688,Tavarekere,12.8949057,78.2277071
689,Tavarekere S.O (Bangalore),12.963694,77.4014239
690,Thimmasandra,13.1238879,77.7733157
691,Thippasandra,12.973936,77.6509982
692,Tungani,-4.3796143,-79.4643585
693,Tyamagondlu,13.2146308,77.300428
694,Udukunte,13.1317713,77.2352971
695,Uganavadi,13.2365879,77.665414
696,Vanakanahalli,12.6720709,77.694284
697,Veerapura,13.3911226,77.8866177
698,Venkatagirikote,13.3274011,77.7336139
699,Vidyanagara,13.0184957,76.1088927
700,Virupakshipura,13.0240748,76.4696584
701,Vishwanathapura,13.2735285,77.6490994
702,Yadamaranahalli,12.4272488,77.3790828
703,Yadavanahalli,12.7898553,77.7514537
704,Yeliyur,12.5098958,76.8286606
705,Agram,45.813177,15.977048
706,Amruthahalli,13.0665131,77.5966238
707,Attur,11.66371065,78.53355129
708,Banaswadi,13.0141618,77.6518539
709,Bellandur,58.235358,26.6831165
710,Bhattarahalli,13.0258004,77.714279
711,Bidrahalli,14.5774262,74.9285603
712,Byatarayanapura,13.06207355,77.59639164
713,Devanagundi,12.9736132,77.8394018
714,Devasandra,12.7572271,77.6472795
715,Doddagubbi,14.452076,75.5107992
716,Doddanekkundi,12.9757204,77.6940417
717,Domlur,12.9624669,77.6381958
718,EPIP,12.9776727,77.72220003
719,Fraser Town,42.2453631,-74.9646074
720,Gunjur,13.17602,-16.759896
721,HighCourt,53.7835082,-0.3871868
722,Hoodi,12.9919033,77.7162015
723,Horamavu,13.0273312,77.6601508
724,Indiranagar S.O (Bangalore),12.9732913,77.6404672
725,Jakkur,13.0784743,77.6068938
726,Kadugodi,13.0216263,77.7661802
727,Kalkunte,14.310717,76.2673431
728,Kannamangala,13.2151923,77.6667197
729,Kodigehalli,13.0031666,77.7272835
730,Kothanur,12.5805368,77.3330675
731,Krishnarajapuram,12.9186282,78.4463677
732,Kundalahalli,12.9684441,77.7187843
733,Lingarajapuram,13.0117678,77.6278288
734,Mahadevapura,14.4667215,76.5745227
735,Medimallasandra,12.9523031,77.830108
736,Mundur,10.8354433,76.5720879
737,Museum Road,-35.0813217,137.7042675
738,NAL,58.31895635,12.2660147
739,Panathur,12.9351457,77.7047541
740,Rajanakunte,13.1691901,77.5639442
741,Sadashivanagar,13.0077079,77.5795893
742,Samethanahalli,12.979363,77.7907328
743,Singanayakanahalli,13.1478621,77.5693207
744,Vasanthanagar,9.3137072,80.4233956
745,Venkateshapura,14.6347896,76.2308938
746,Vimanapura,12.96218,77.6635462
747,Virgonagar,13.0331172,77.734857
748,Whitefield,44.373441,-71.61026
749,Yelahanka,13.1006982,77.5963454
750,Adugodi,12.9428472,77.6104155
751,Agara,27.67060495,85.01617043
752,Anjanapura,14.1595946,75.3883166
753,Banashankari,15.8876779,75.7046777
754,Bannerghatta,12.53290595,77.54619069
755,Basavanagudi H.O,13.8345913,75.7339359
756,Begur,52.480709,13.4518288
757,Bolare,12.7798514,76.9214248
758,Bommanahalli S.O (Bangalore),13.3457317,77.4333346
759,Chandapura,17.4436387,77.433391
760,Chandapura,17.4436387,77.433391
761,Chickpet,12.9680027,77.578642
762,Chikkalasandra,12.9121916,77.5476337
763,Deepanjalinagar,12.95062355,77.53655377
764,Doddakallasandra,12.8857355,77.5557448
765,Girinagar S.O (Bangalore),12.9401439,77.5444995
766,Gottigere,12.8565317,77.5877237
767,Haragadde,12.7637369,77.655377
768,Hennagara,12.7883084,77.6733345
769,Hulimangala,12.8188956,77.6384041
770,Hulimavu,12.1597985,76.7332897
771,Hulimavu,12.1597985,76.7332897
772,Huskur,12.8607674,77.7071019
773,Jayanagar H.O,12.9292731,77.5824229
774,Jigani,12.7852528,77.6380931
775,Kalkere,12.8328089,77.5906929
776,Kallubalu,12.7712034,77.6227944
777,Kathriguppe,12.9311931,77.5547931
778,Kengeri,12.9176571,77.4837568
779,Konanakunte,12.88601785,77.5791414
780,Koramangala,12.9340114,77.6222304
781,Kumbalagodu,12.8786167,77.4467629
782,Madivala,12.7105292,77.7594262
783,Mallathahalli,12.9610667,77.5099088
784,Mavalli,12.9528478,77.5819643
785,Nayandahalli,12.9454012,77.5278104
786,Ragihalli,12.7386426,77.5745803
787,Ramohalli,12.906985,77.4185281
788,Sakalavara,12.8210611,77.6084813
789,Shanthinagar,58.235358,26.6831165
790,Singasandra,12.6850414,77.6975628
791,Subramanyapura,12.8839705,77.5412114
792,Sulikere,12.9389629,77.4475916
793,Taralu,12.7892102,77.5223282
794,Tavarekere,12.8949057,78.2277071
795,Thalaghattapura,12.8698169,77.5356688
796,Yelachenahalli,12.897971,77.5700846
797,Achitnagar,13.0911763,77.48348235
798,Bagalgunte,13.0566493,77.5048222
799,Bangalore City,13.0216263,77.7661802
800,Basaveshwaranagar,12.986475,77.5385709
801,Byatha,13.1930126,77.4848169
802,Chikkabanavara,13.4021825,76.1844179
803,Herohalli,12.8778323,77.1017182
804,Hessarghatta,13.04842585,77.50762319
805,Jalahalli H.O,13.0464531,77.5483803
806,Kakolu,13.1875001,77.5198462
807,Kamakshipalya,12.9823617,77.5226376
808,Kodigehalli,13.0031666,77.7272835
809,Kodigehalli,13.4439871,77.9970938
810,Laggere,13.0108677,77.5207301
811,Malleswaram,16.355021,81.2679183
812,Mathikere,13.0328884,77.557374
813,Msrit,13.0309553,77.56485594
814,Nagarbhavi,12.9651008,77.5078635
815,Nagasandra S.O (Bangalore),13.0479497,77.5001349
816,Peenya Dasarahalli,13.0330189,77.533201
817,Rajajinagar H.O,15.41545245,75.04406206
818,Seshadripuram,16.7044988,80.5466724
819,Shivakote,13.1345489,77.5134137
820,Srirampuram,17.0226653,81.8507267
821,Tarabanahalli,13.1905708,77.627882
822,Vidyaranyapura,13.0766407,77.5577315
823,Vijayanagar S.O (Bangalore),12.9718886,77.54578884
824,Abbur,12.22133,76.18024
825,Achalu,12.4748989,77.3630136
826,Adarangi,13.1217472,77.1931641
827,Agalakote,12.9067836,77.1683736
828,Akkur,50.7339784,5.6667674
829,Akkur,50.7339784,5.6667674
830,Alahalli,13.2765863,77.5223369
831,Aluru,15.3925756,77.2270144
832,Ambadahalli,12.5249428,77.1898736
833,Anekal,12.7086373,77.6993972
834,Anjanapura,14.1595946,75.3883166
835,Ankanahalli,12.8304835,77.2497581
836,Anneshwara,13.2153244,77.7105771
837,Aradeshanahalli,13.2223418,77.5653384
838,Arakere,13.2001117,77.5387874
839,Arudi,43.1050159,-0.4279426
840,Attibele,12.7782588,77.7712834
841,Attihalli,12.5040597,77.3287978
842,Attikuppe,12.5495019,76.6887797
843,Avathi,13.296413,77.7258629
844,Averahalli,13.035354,77.4157394
845,Bachenahatti,12.9536631,77.3038281
846,Bagalur S.O (Bangalore),13.1331868,77.6687093
847,Banavadi,13.1181137,77.2566101
848,Banavasi,14.5389738,75.0129845
849,Bannikuppe,12.6734316,77.4285699
850,Baragenahalli,13.194119,77.2371251
851,Begur,52.480709,13.4518288
852,Bendiganahalli,13.2173482,77.8337043
853,Bettakote,13.1992334,77.7409295
854,Bidadi,12.7988507,77.3869947
855,Bidaraguppe,12.8060574,77.7862873
856,Bijjahalli,12.44976,77.5438327
857,Budigere,13.1351402,77.74957
858,Budihal,40.1807801,-4.6963387
859,Byagadadenahalli,12.7426294,77.7014816
860,Bylanarasapura,13.1769973,77.9356007
861,Byramangala,12.7492546,77.4223044
862,Chakkere,12.6100353,77.1711855
863,Channarayapatna,13.2455918,77.797084
864,Chikkajala,13.1715801,77.6345704
865,Chikkanahalli,13.314318,77.7871125
866,Chunchanakuppe,12.9095576,77.386642
867,Dasanapura,13.0508851,76.9644144
868,Devanahalli,13.2483502,77.7134377
869,Devarahosahalli,13.9348185,76.0783359
870,Dobbespet,13.2307461,77.2425462
871,Doddabelavangala,13.2888795,77.4215754
872,Doddabele,13.2230654,77.3376846
873,Doddahejjaji,13.2708182,77.4152371
874,Doddajala,13.1767348,77.6520502
875,Doddakabballi,12.4418428,77.5160771
876,Doddanallala,13.0834921,77.8973974
877,Doddasanne,13.2177635,77.6941039
878,Doddasomanahalli,12.7901066,76.5178394
879,Dommasandra,13.0974753,78.4516588
880,Ganalu,12.3659908,77.2134662
881,Gangonahalli,13.1203112,77.0864791
882,Gantiganahalli,13.3600207,77.6032617
883,Garakahalli,12.4320101,76.8289688
884,Girenahalli,15.0126557,76.3879046
885,Gollahalli,13.7183597,77.579806
886,Gollahalli,13.7183597,77.579806
887,Gottigehalli,12.7209593,77.526767
888,Guddanahalli,12.6899567,77.725314
889,Gudemaranahalli,13.0514216,77.2638794
890,Hadonahalli,13.3692418,77.5449548
891,Hagalahalli,12.5542977,77.079945
892,Hanabe,13.3249793,77.4635565
893,Handenahalli,12.8259815,77.7673455
894,Harisandra,12.7867738,77.3040265
895,Harobele,12.4050244,77.426913
896,Harohalli,13.0244417,77.9387307
897,Harohalli,13.0244417,77.9387307
898,Hasigala,13.1345227,77.7756037
899,Heggadahalli,11.8792634,76.683914
900,Hegganahalli,13.2187326,77.6104355
901,Heggunda,13.2775355,77.2599783
902,Hejjala,12.8553687,77.4169835
903,Honnasandra,13.0406063,77.3373727
904,Honnayakanahalli,12.4540723,77.092583
905,Honniganahalli,12.4349571,77.2814516
906,Horalagallu,12.4769413,77.3990413
907,Hosadurga,13.7987759,76.2831034
908,Hosahalli,13.3500993,77.7429078
909,Hoskote,13.073014,77.7921381
910,Hosur,12.7328844,77.8309478
911,Hulikal,13.1381615,77.1475462
912,Hulikunte,13.5325903,77.2601097
913,Hullegowdanahalli,13.0603648,77.4065303
914,Hullenahalli,13.2312388,77.1081302
915,Hunasamaranahalli,13.1440103,77.6191241
916,Hunasanahalli,12.9844098,78.1705568
917,Huskur,12.8607674,77.7071019
918,Ibasapura,13.2431585,77.8215484
919,Jadigenahalli,13.0510014,77.8525514
920,Jagadapura,12.5053566,77.2264669
921,Jakkanahalli,13.3170855,76.6083581
922,Jakkasandra,13.2836364,77.5010643
923,Jalamangala,12.820985,77.2210866
924,Jalige,13.2265508,77.5843982
925,Kadabagere,12.9968992,77.4332254
926,Kadahalli,13.2731128,77.9938708
927,Kailancha,12.6672784,77.327378
928,Kalari,24.4707382,72.6968589
929,Kallahalli,13.1065809,77.7881984
930,Kalludevanahalli,12.8379111,77.1526738
931,Kalya,31.7498072,35.4661484
932,Kambalu,13.1668703,77.2386203
933,Kanakapura,12.5450268,77.4199095
934,Kanasavadi,13.2084418,77.4364151
935,Kanchugaranahalli,12.7229355,77.4436454
936,Kannamangala,13.2151923,77.6667197
937,Kannamangala,13.2151923,77.6667197
938,Kannur,11.94668945,75.3538773
939,Kanva,10.191463,8.991052
940,Karahalli,38.3584929,29.53123043
941,Kattigenahalli,13.0236672,77.8776606
942,Kembliganahalli,13.1303439,77.8836527
943,Kempasagara,12.9444363,77.1794388
944,Kodigehalli,13.0031666,77.7272835
945,Kodihalli,13.013635,78.3445339
946,Koira,21.9068705,85.2505093
947,Kolagondanahalli,12.4607683,77.6095243
948,Koligere,13.3021321,77.3921505
949,Kolliganahalli,12.7111621,77.4073992
950,Korati,31.80882385,-9.381361262
951,Kottagalu,12.6644649,77.3887453
952,Kudur,-6.8538494,111.075811
953,Kugur,12.0593135,8.7784405
954,Kumbalahalli,13.0924523,77.7929664
955,Kundana,13.257088,77.6284828
956,Kyasapura,12.7463402,77.200459
957,Lakkenahalli,13.7198461,77.7507448
958,Lakkojanahalli,12.6410179,77.2779274
959,Lakkur,12.7259455,76.2537773
960,Lakshmipura,13.4474189,78.2982452
961,Lakshmipura,13.4474189,78.2982452
962,Madabal,12.9136433,77.2289905
963,Madalakote,13.1149481,77.3107842
964,Madanayakanahalli,12.598853,77.092354
965,Madavara,17.1206754,77.3067602
966,Madigondanahalli,13.0694268,77.2084539
967,Magadi,12.9567353,77.2242281
968,Mahadevapura,14.4667215,76.5745227
969,Makali,13.4392417,77.4890962
970,Makali,13.4392417,77.4890962
971,Mallarabanavadi,13.0736036,77.3794648
972,Mallathahalli,12.9610667,77.5099088
973,Malur,13.0060343,77.9382839
974,Manchanabele,12.8668921,77.3344212
975,Manchanayakanahalli,12.835017,77.4172925
976,Mandibele,13.2682778,77.7880904
977,Mandigere,13.1641058,77.3703249
978,Mankunda,12.6651201,77.1422119
979,Manne,49.1772823,-1.3888152
980,Manniganahalli,13.0534939,77.1879262
981,Maralakunte,13.1322875,77.7048953
982,Marale,12.4511407,77.3997994
983,Marasandra,12.9804018,77.8739832
984,Marikuppe,13.0420279,77.2980295
985,Marsur,-0.3029971,-78.5513472
986,Mathahalli,13.1104415,77.443513
987,Mathikere,13.0328884,77.557374
988,Mayaganahalli,12.7706442,77.3353105
989,Mayasandra,13.3095936,77.6600805
990,Mayasandra,13.3095936,77.6600805
991,Medamaranahalli,12.7015058,77.4515986
992,Melekote,12.5570664,77.4151933
993,Mogenahalli,12.6993834,77.1321188
994,Motagondanahalli,13.4175052,77.3315108
995,Mudugere,13.5945716,77.4509326
996,Mugabala,13.1187669,77.8897585
997,Mullahalli,13.293062,78.0961866
998,Mylanahalli,13.1857757,77.6967689
999,NAGADENAHALLI,13.361187,78.0176067
1000,Nagavara,12.6854086,75.9383995
1001,Nandagudi,13.2032192,77.9013892
1002,Narasandra,13.0642937,77.1729895
1003,Narasipura,13.1100499,77.4630552
1004,Narayanapura,13.3397035,77.763495
1005,Narayanapura,13.3397035,77.763495
1006,Nelamangala,13.0953024,77.3963586
1007,Nelavagilu,13.2204772,77.9355841
1008,Neriga,12.9117656,77.7765251
1009,Obalapura,13.038915,77.975106
1010,Purushanahalli,13.2375981,77.3917084
1011,Rajaghatta,13.3252905,77.5918101
1012,Ramanagaram,17.005308,80.7108898
1013,Rameshwara,12.99365815,77.5678622
1014,Rampura,24.4678894,75.4404322
1015,Reddihalli,13.0800812,78.3669236
1016,Sadahalli,13.2111088,77.647022
1017,Sankighatta,13.0691707,77.092093
1018,Sarjapura,12.8600866,77.7861352
1019,Sasalu,13.2120243,77.1501711
1020,Sathanur,10.3562095,78.6149883
1021,Sathanur,10.3562095,78.6149883
1022,Shanumangala,12.7949617,77.431982
1023,Shettihalli,13.2086961,78.0481839
1024,Shivagange,13.1781542,77.2287036
1025,Shivanahalli,12.7238533,77.5753781
1026,Shivanapura,13.0063924,77.8694356
1027,Shivanapura,13.0063924,77.8694356
1028,Shivapura,13.3075851,77.5660059
1029,Singarajipura,12.5541658,77.2732718
1030,Sogala,15.8481657,74.9635102
1031,Soladevanahalli,13.0071985,77.3501716
1032,Solur,13.0698018,77.2586709
1033,Sondekoppa,13.0204419,77.3825478
1034,Sugganahalli,13.1597295,77.1297452
1035,Sugganahalli,13.1597295,77.1297452
1036,Sulleri,12.5755915,77.1726962
1037,Syakaladevanapura,13.2469014,77.4288809
1038,Tagachagere,12.6293396,77.2310894
1039,Tattekere,12.6728678,77.5737943
1040,Tavarekere,12.8949057,78.2277071
1041,Tavarekere S.O (Bangalore),12.963694,77.4014239
1042,Thimmasandra,13.1238879,77.7733157
1043,Thippasandra,12.973936,77.6509982
1044,Tungani,-4.3796143,-79.4643585
1045,Tyamagondlu,13.2146308,77.300428
1046,Udukunte,13.1317713,77.2352971
1047,Uganavadi,13.2365879,77.665414
1048,Vanakanahalli,12.6720709,77.694284
1049,Veerapura,13.3911226,77.8866177
1050,Venkatagirikote,13.3274011,77.7336139
1051,Vidyanagara,13.0184957,76.1088927
1052,Virupakshipura,13.0240748,76.4696584
1053,Vishwanathapura,13.2735285,77.6490994
1054,Yadamaranahalli,12.4272488,77.3790828
1055,Yadavanahalli,12.7898553,77.7514537
1056,Yeliyur,12.5098958,76.8286606
1057,Agram,45.813177,15.977048
1058,Amruthahalli,13.0665131,77.5966238
1059,Attur,11.66371065,78.53355129
1060,Banaswadi,13.0141618,77.6518539
1061,Bellandur,58.235358,26.6831165
1062,Bhattarahalli,13.0258004,77.714279
1063,Bidrahalli,14.5774262,74.9285603
1064,Byatarayanapura,13.06207355,77.59639164
1065,Devanagundi,12.9736132,77.8394018
1066,Devasandra,12.7572271,77.6472795
1067,Doddagubbi,14.452076,75.5107992
1068,Doddanekkundi,12.9757204,77.6940417
1069,Domlur,12.9624669,77.6381958
1070,EPIP,12.9776727,77.72220003
1071,Fraser Town,42.2453631,-74.9646074
1072,Gunjur,13.17602,-16.759896
1073,HighCourt,53.7835082,-0.3871868
1074,Hoodi,12.9919033,77.7162015
1075,Horamavu,13.0273312,77.6601508
1076,Indiranagar S.O (Bangalore),12.9732913,77.6404672
1077,Jakkur,13.0784743,77.6068938
1078,Kadugodi,13.0216263,77.7661802
1079,Kalkunte,14.310717,76.2673431
1080,Kannamangala,13.2151923,77.6667197
1081,Kodigehalli,13.0031666,77.7272835
1082,Kothanur,12.5805368,77.3330675
1083,Krishnarajapuram,12.9186282,78.4463677
1084,Kundalahalli,12.9684441,77.7187843
1085,Lingarajapuram,13.0117678,77.6278288
1086,Mahadevapura,14.4667215,76.5745227
1087,Medimallasandra,12.9523031,77.830108
1088,Mundur,10.8354433,76.5720879
1089,Museum Road,-35.0813217,137.7042675
1090,NAL,58.31895635,12.2660147
1091,Panathur,12.9351457,77.7047541
1092,Rajanakunte,13.1691901,77.5639442
1093,Sadashivanagar,13.0077079,77.5795893
1094,Samethanahalli,12.979363,77.7907328
1095,Singanayakanahalli,13.1478621,77.5693207
1096,Vasanthanagar,9.3137072,80.4233956
1097,Venkateshapura,14.6347896,76.2308938
1098,Vimanapura,12.96218,77.6635462
1099,Virgonagar,13.0331172,77.734857
1100,Whitefield,44.373441,-71.61026
1101,Yelahanka,13.1006982,77.5963454
1102,Adugodi,12.9428472,77.6104155
1103,Agara,27.67060495,85.01617043
1104,Anjanapura,14.1595946,75.3883166
1105,Banashankari,15.8876779,75.7046777
1106,Bannerghatta,12.53290595,77.54619069
1107,Basavanagudi H.O,13.8345913,75.7339359
1108,Begur,52.480709,13.4518288
1109,Bolare,12.7798514,76.9214248
1110,Bommanahalli S.O (Bangalore),13.3457317,77.4333346
1111,Chandapura,17.4436387,77.433391
1112,Chandapura,17.4436387,77.433391
1113,Chickpet,12.9680027,77.578642
1114,Chikkalasandra,12.9121916,77.5476337
1115,Deepanjalinagar,12.95062355,77.53655377
1116,Doddakallasandra,12.8857355,77.5557448
1117,Girinagar S.O (Bangalore),12.9401439,77.5444995
1118,Gottigere,12.8565317,77.5877237
1119,Haragadde,12.7637369,77.655377
1120,Hennagara,12.7883084,77.6733345
1121,Hulimangala,12.8188956,77.6384041
1122,Hulimavu,12.1597985,76.7332897
1123,Hulimavu,12.1597985,76.7332897
1124,Huskur,12.8607674,77.7071019
1125,Jayanagar H.O,12.9292731,77.5824229
1126,Jigani,12.7852528,77.6380931
1127,Kalkere,12.8328089,77.5906929
1128,Kallubalu,12.7712034,77.6227944
1129,Kathriguppe,12.9311931,77.5547931
1130,Kengeri,12.9176571,77.4837568
1131,Konanakunte,12.88601785,77.5791414
1132,Koramangala,12.9340114,77.6222304
1133,Kumbalagodu,12.8786167,77.4467629
1134,Madivala,12.7105292,77.7594262
1135,Mallathahalli,12.9610667,77.5099088
1136,Mavalli,12.9528478,77.5819643
1137,Nayandahalli,12.9454012,77.5278104
1138,Ragihalli,12.7386426,77.5745803
1139,Ramohalli,12.906985,77.4185281
1140,Sakalavara,12.8210611,77.6084813
1141,Shanthinagar,58.235358,26.6831165
1142,Singasandra,12.6850414,77.6975628
1143,Subramanyapura,12.8839705,77.5412114
1144,Sulikere,12.9389629,77.4475916
1145,Taralu,12.7892102,77.5223282
1146,Tavarekere,12.8949057,78.2277071
1147,Thalaghattapura,12.8698169,77.5356688
1148,Yelachenahalli,12.897971,77.5700846
1149,Achitnagar,13.0911763,77.48348235
1150,Bagalgunte,13.0566493,77.5048222
1151,Bangalore City,13.0216263,77.7661802
1152,Basaveshwaranagar,12.986475,77.5385709
1153,Byatha,13.1930126,77.4848169
1154,Chikkabanavara,13.4021825,76.1844179
1155,Herohalli,12.8778323,77.1017182
1156,Hessarghatta,13.04842585,77.50762319
1157,Jalahalli H.O,13.0464531,77.5483803
1158,Kakolu,13.1875001,77.5198462
1159,Kamakshipalya,12.9823617,77.5226376
1160,Kodigehalli,13.0031666,77.7272835
1161,Kodigehalli,13.4439871,77.9970938
1162,Laggere,13.0108677,77.5207301
1163,Malleswaram,16.355021,81.2679183
1164,Mathikere,13.0328884,77.557374
1165,Msrit,13.0309553,77.56485594
1166,Nagarbhavi,12.9651008,77.5078635
1167,Nagasandra S.O (Bangalore),13.0479497,77.5001349
1168,Peenya Dasarahalli,13.0330189,77.533201
1169,Rajajinagar H.O,15.41545245,75.04406206
1170,Seshadripuram,16.7044988,80.5466724
1171,Shivakote,13.1345489,77.5134137
1172,Srirampuram,17.0226653,81.8507267
1173,Tarabanahalli,13.1905708,77.627882
1174,Vidyaranyapura,13.0766407,77.5577315
1175,Vijayanagar S.O (Bangalore),12.9718886,77.54578884
1176,Abbur,12.22133,76.18024
1177,Achalu,12.4748989,77.3630136
1178,Adarangi,13.1217472,77.1931641
1179,Agalakote,12.9067836,77.1683736
1180,Akkur,50.7339784,5.6667674
1181,Akkur,50.7339784,5.6667674
1182,Alahalli,13.2765863,77.5223369
1183,Aluru,15.3925756,77.2270144
1184,Ambadahalli,12.5249428,77.1898736
1185,Anekal,12.7086373,77.6993972
1186,Anjanapura,14.1595946,75.3883166
1187,Ankanahalli,12.8304835,77.2497581
1188,Anneshwara,13.2153244,77.7105771
1189,Aradeshanahalli,13.2223418,77.5653384
1190,Arakere,13.2001117,77.5387874
1191,Arudi,43.1050159,-0.4279426
1192,Attibele,12.7782588,77.7712834
1193,Attihalli,12.5040597,77.3287978
1194,Attikuppe,12.5495019,76.6887797
1195,Avathi,13.296413,77.7258629
1196,Averahalli,13.035354,77.4157394
1197,Bachenahatti,12.9536631,77.3038281
1198,Bagalur S.O (Bangalore),13.1331868,77.6687093
1199,Banavadi,13.1181137,77.2566101
1200,Banavasi,14.5389738,75.0129845
1201,Bannikuppe,12.6734316,77.4285699
1202,Baragenahalli,13.194119,77.2371251
1203,Begur,52.480709,13.4518288
1204,Bendiganahalli,13.2173482,77.8337043
1205,Bettakote,13.1992334,77.7409295
1206,Bidadi,12.7988507,77.3869947
1207,Bidaraguppe,12.8060574,77.7862873
1208,Bijjahalli,12.44976,77.5438327
1209,Budigere,13.1351402,77.74957
1210,Budihal,40.1807801,-4.6963387
1211,Byagadadenahalli,12.7426294,77.7014816
1212,Bylanarasapura,13.1769973,77.9356007
1213,Byramangala,12.7492546,77.4223044
1214,Chakkere,12.6100353,77.1711855
1215,Channarayapatna,13.2455918,77.797084
1216,Chikkajala,13.1715801,77.6345704
1217,Chikkanahalli,13.314318,77.7871125
1218,Chunchanakuppe,12.9095576,77.386642
1219,Dasanapura,13.0508851,76.9644144
1220,Devanahalli,13.2483502,77.7134377
1221,Devarahosahalli,13.9348185,76.0783359
1222,Dobbespet,13.2307461,77.2425462
1223,Doddabelavangala,13.2888795,77.4215754
1224,Doddabele,13.2230654,77.3376846
1225,Doddahejjaji,13.2708182,77.4152371
1226,Doddajala,13.1767348,77.6520502
1227,Doddakabballi,12.4418428,77.5160771
1228,Doddanallala,13.0834921,77.8973974
1229,Doddasanne,13.2177635,77.6941039
1230,Doddasomanahalli,12.7901066,76.5178394
1231,Dommasandra,13.0974753,78.4516588
1232,Ganalu,12.3659908,77.2134662
1233,Gangonahalli,13.1203112,77.0864791
1234,Gantiganahalli,13.3600207,77.6032617
1235,Garakahalli,12.4320101,76.8289688
1236,Girenahalli,15.0126557,76.3879046
1237,Gollahalli,13.7183597,77.579806
1238,Gollahalli,13.7183597,77.579806
1239,Gottigehalli,12.7209593,77.526767
1240,Guddanahalli,12.6899567,77.725314
1241,Gudemaranahalli,13.0514216,77.2638794
1242,Hadonahalli,13.3692418,77.5449548
1243,Hagalahalli,12.5542977,77.079945
1244,Hanabe,13.3249793,77.4635565
1245,Handenahalli,12.8259815,77.7673455
1246,Harisandra,12.7867738,77.3040265
1247,Harobele,12.4050244,77.426913
1248,Harohalli,13.0244417,77.9387307
1249,Harohalli,13.0244417,77.9387307
1250,Hasigala,13.1345227,77.7756037
1251,Heggadahalli,11.8792634,76.683914
1252,Hegganahalli,13.2187326,77.6104355
1253,Heggunda,13.2775355,77.2599783
1254,Hejjala,12.8553687,77.4169835
1255,Honnasandra,13.0406063,77.3373727
1256,Honnayakanahalli,12.4540723,77.092583
1257,Honniganahalli,12.4349571,77.2814516
1258,Horalagallu,12.4769413,77.3990413
1259,Hosadurga,13.7987759,76.2831034
1260,Hosahalli,13.3500993,77.7429078
1261,Hoskote,13.073014,77.7921381
1262,Hosur,12.7328844,77.8309478
1263,Hulikal,13.1381615,77.1475462
1264,Hulikunte,13.5325903,77.2601097
1265,Hullegowdanahalli,13.0603648,77.4065303
1266,Hullenahalli,13.2312388,77.1081302
1267,Hunasamaranahalli,13.1440103,77.6191241
1268,Hunasanahalli,12.9844098,78.1705568
1269,Huskur,12.8607674,77.7071019
1270,Ibasapura,13.2431585,77.8215484
1271,Jadigenahalli,13.0510014,77.8525514
1272,Jagadapura,12.5053566,77.2264669
1273,Jakkanahalli,13.3170855,76.6083581
1274,Jakkasandra,13.2836364,77.5010643
1275,Jalamangala,12.820985,77.2210866
1276,Jalige,13.2265508,77.5843982
1277,Kadabagere,12.9968992,77.4332254
1278,Kadahalli,13.2731128,77.9938708
1279,Kailancha,12.6672784,77.327378
1280,Kalari,24.4707382,72.6968589
1281,Kallahalli,13.1065809,77.7881984
1282,Kalludevanahalli,12.8379111,77.1526738
1283,Kalya,31.7498072,35.4661484
1284,Kambalu,13.1668703,77.2386203
1285,Kanakapura,12.5450268,77.4199095
1286,Kanasavadi,13.2084418,77.4364151
1287,Kanchugaranahalli,12.7229355,77.4436454
1288,Kannamangala,13.2151923,77.6667197
1289,Kannamangala,13.2151923,77.6667197
1290,Kannur,11.94668945,75.3538773
1291,Kanva,10.191463,8.991052
1292,Karahalli,38.3584929,29.53123043
1293,Kattigenahalli,13.0236672,77.8776606
1294,Kembliganahalli,13.1303439,77.8836527
1295,Kempasagara,12.9444363,77.1794388
1296,Kodigehalli,13.0031666,77.7272835
1297,Kodihalli,13.013635,78.3445339
1298,Koira,21.9068705,85.2505093
1299,Kolagondanahalli,12.4607683,77.6095243
1300,Koligere,13.3021321,77.3921505
1301,Kolliganahalli,12.7111621,77.4073992
1302,Korati,31.80882385,-9.381361262
