id,Neighborhood,Latitude,Longitude
1935,Dommasandra,13.0974753,78.4516588
1936,Ganalu,12.3659908,77.2134662
1937,Gangonahalli,13.1203112,77.0864791
1938,Gantiganahalli,13.3600207,77.6032617
1939,Garakahalli,12.4320101,76.8289688
1940,Girenahalli,15.0126557,76.3879046
1941,Gollahalli,13.7183597,77.579806
1942,Gollahalli,13.7183597,77.579806
1943,Gottigehalli,12.7209593,77.526767
1944,Guddanahalli,12.6899567,77.725314
1945,Gudemaranahalli,13.0514216,77.2638794
1946,Hadonahalli,13.3692418,77.5449548
1947,Hagalahalli,12.5542977,77.079945
1948,Hanabe,13.3249793,77.4635565
1949,Handenahalli,12.8259815,77.7673455
1950,Harisandra,12.7867738,77.3040265
1951,Harobele,12.4050244,77.426913
1952,Harohalli,13.0244417,77.9387307
1953,Harohalli,13.0244417,77.9387307
1954,Hasigala,13.1345227,77.7756037
1955,Heggadahalli,11.8792634,76.683914
1956,Hegganahalli,13.2187326,77.6104355
1957,Heggunda,13.2775355,77.2599783
1958,Hejjala,12.8553687,77.4169835
1959,Honnasandra,13.0406063,77.3373727
1960,Honnayakanahalli,12.4540723,77.092583
1961,Honniganahalli,12.4349571,77.2814516
1962,Horalagallu,12.4769413,77.3990413
1963,Hosadurga,13.7987759,76.2831034
1964,Hosahalli,13.3500993,77.7429078
1965,Hoskote,13.073014,77.7921381
1966,Hosur,12.7328844,77.8309478
1967,Hulikal,13.1381615,77.1475462
1968,Hulikunte,13.5325903,77.2601097
1969,Hullegowdanahalli,13.0603648,77.4065303
1970,Hullenahalli,13.2312388,77.1081302
1971,Hunasamaranahalli,13.1440103,77.6191241
1972,Hunasanahalli,12.9844098,78.1705568
1973,Huskur,12.8607674,77.7071019
1974,Ibasapura,13.2431585,77.8215484
1975,Jadigenahalli,13.0510014,77.8525514
1976,Jagadapura,12.5053566,77.2264669
1977,Jakkanahalli,13.3170855,76.6083581
1978,Jakkasandra,13.2836364,77.5010643
1979,Jalamangala,12.820985,77.2210866
1980,Jalige,13.2265508,77.5843982
1981,Kadabagere,12.9968992,77.4332254
1982,Kadahalli,13.2731128,77.9938708
1983,Kailancha,12.6672784,77.327378
1984,Kalari,24.4707382,72.6968589
1985,Kallahalli,13.1065809,77.7881984
1986,Kalludevanahalli,12.8379111,77.1526738
1987,Kalya,31.7498072,35.4661484
1988,Kambalu,13.1668703,77.2386203
1989,Kanakapura,12.5450268,77.4199095
1990,Kanasavadi,13.2084418,77.4364151
1991,Kanchugaranahalli,12.7229355,77.4436454
1992,Kannamangala,13.2151923,77.6667197
1993,Kannamangala,13.2151923,77.6667197
1994,Kannur,11.94668945,75.3538773
1995,Kanva,10.191463,8.991052
1996,Karahalli,38.3584929,29.53123043
1997,Kattigenahalli,13.0236672,77.8776606
1998,Kembliganahalli,13.1303439,77.8836527
1999,Kempasagara,12.9444363,77.1794388
2000,Kodigehalli,13.0031666,77.7272835
2001,Kodihalli,13.013635,78.3445339
2002,Koira,21.9068705,85.2505093
2003,Kolagondanahalli,12.4607683,77.6095243
2004,Koligere,13.3021321,77.3921505
2005,Kolliganahalli,12.7111621,77.4073992
2006,Korati,31.80882385,-9.381361262
2007,Kottagalu,12.6644649,77.3887453
2008,Kudur,-6.8538494,111.075811
2009,Kugur,12.0593135,8.7784405
2010,Kumbalahalli,13.0924523,77.7929664
2011,Kundana,13.257088,77.6284828
2012,Kyasapura,12.7463402,77.200459
2013,Lakkenahalli,13.7198461,77.7507448
2014,Lakkojanahalli,12.6410179,77.2779274
2015,Lakkur,12.7259455,76.2537773
2016,Lakshmipura,13.4474189,78.2982452
2017,Lakshmipura,13.4474189,78.2982452
2018,Madabal,12.9136433,77.2289905
2019,Madalakote,13.1149481,77.3107842
2020,Madanayakanahalli,12.598853,77.092354
2021,Madavara,17.1206754,77.3067602
2022,Madigondanahalli,13.0694268,77.2084539
2023,Magadi,12.9567353,77.2242281
2024,Mahadevapura,14.4667215,76.5745227
2025,Makali,13.4392417,77.4890962
2026,Makali,13.4392417,77.4890962
2027,Mallarabanavadi,13.0736036,77.3794648
2028,Mallathahalli,12.9610667,77.5099088
2029,Malur,13.0060343,77.9382839
2030,Manchanabele,12.8668921,77.3344212
2031,Manchanayakanahalli,12.835017,77.4172925
2032,Mandibele,13.2682778,77.7880904
2033,Mandigere,13.1641058,77.3703249
2034,Mankunda,12.6651201,77.1422119
2035,Manne,49.1772823,-1.3888152
2036,Manniganahalli,13.0534939,77.1879262
2037,Maralakunte,13.1322875,77.7048953
2038,Marale,12.4511407,77.3997994
2039,Marasandra,12.9804018,77.8739832
2040,Marikuppe,13.0420279,77.2980295
2041,Marsur,-0.3029971,-78.5513472
2042,Mathahalli,13.1104415,77.443513
2043,Mathikere,13.0328884,77.557374
2044,Mayaganahalli,12.7706442,77.3353105
2045,Mayasandra,13.3095936,77.6600805
2046,Mayasandra,13.3095936,77.6600805
2047,Medamaranahalli,12.7015058,77.4515986
2048,Melekote,12.5570664,77.4151933
2049,Mogenahalli,12.6993834,77.1321188
2050,Motagondanahalli,13.4175052,77.3315108
2051,Mudugere,13.5945716,77.4509326
2052,Mugabala,13.1187669,77.8897585
2053,Mullahalli,13.293062,78.0961866
2054,Mylanahalli,13.1857757,77.6967689
2055,NAGADENAHALLI,13.361187,78.0176067
2056,Nagavara,12.6854086,75.9383995
2057,Nandagudi,13.2032192,77.9013892
2058,Narasandra,13.0642937,77.1729895
2059,Narasipura,13.1100499,77.4630552
2060,Narayanapura,13.3397035,77.763495
2061,Narayanapura,13.3397035,77.763495
2062,Nelamangala,13.0953024,77.3963586
2063,Nelavagilu,13.2204772,77.9355841
2064,Neriga,12.9117656,77.7765251
2065,Obalapura,13.038915,77.975106
2066,Purushanahalli,13.2375981,77.3917084
2067,Rajaghatta,13.3252905,77.5918101
2068,Ramanagaram,17.005308,80.7108898
2069,Rameshwara,12.99365815,77.5678622
2070,Rampura,24.4678894,75.4404322
2071,Reddihalli,13.0800812,78.3669236
2072,Sadahalli,13.2111088,77.647022
2073,Sankighatta,13.0691707,77.092093
2074,Sarjapura,12.8600866,77.7861352
2075,Sasalu,13.2120243,77.1501711
2076,Sathanur,10.3562095,78.6149883
2077,Sathanur,10.3562095,78.6149883
2078,Shanumangala,12.7949617,77.431982
2079,Shettihalli,13.2086961,78.0481839
2080,Shivagange,13.1781542,77.2287036
2081,Shivanahalli,12.7238533,77.5753781
2082,Shivanapura,13.0063924,77.8694356
2083,Shivanapura,13.0063924,77.8694356
2084,Shivapura,13.3075851,77.5660059
2085,Singarajipura,12.5541658,77.2732718
2086,Sogala,15.8481657,74.9635102
2087,Soladevanahalli,13.0071985,77.3501716
2088,Solur,13.0698018,77.2586709
2089,Sondekoppa,13.0204419,77.3825478
2090,Sugganahalli,13.1597295,77.1297452
2091,Sugganahalli,13.1597295,77.1297452
2092,Sulleri,12.5755915,77.1726962
2093,Syakaladevanapura,13.2469014,77.4288809
2094,Tagachagere,12.6293396,77.2310894
2095,Tattekere,12.6728678,77.5737943
2096,Tavarekere,12.8949057,78.2277071
2097,Tavarekere S.O (Bangalore),12.963694,77.4014239
2098,Thimmasandra,13.1238879,77.7733157
2099,Thippasandra,12.973936,77.6509982
2100,Tungani,-4.3796143,-79.4643585
2101,Tyamagondlu,13.2146308,77.300428
2102,Udukunte,13.1317713,77.2352971
2103,Uganavadi,13.2365879,77.665414
2104,Vanakanahalli,12.6720709,77.694284
2105,Veerapura,13.3911226,77.8866177
2106,Venkatagirikote,13.3274011,77.7336139
2107,Vidyanagara,13.0184957,76.1088927
2108,Virupakshipura,13.0240748,76.4696584
2109,Vishwanathapura,13.2735285,77.6490994
2110,Yadamaranahalli,12.4272488,77.3790828
2111,Yadavanahalli,12.7898553,77.7514537
2112,Yeliyur,12.5098958,76.8286606
2113,Agram,45.813177,15.977048
2114,Amruthahalli,13.0665131,77.5966238
2115,Attur,11.66371065,78.53355129
2116,Banaswadi,13.0141618,77.6518539
2117,Bellandur,58.235358,26.6831165
2118,Bhattarahalli,13.0258004,77.714279
2119,Bidrahalli,14.5774262,74.9285603
2120,Byatarayanapura,13.06207355,77.59639164
2121,Devanagundi,12.9736132,77.8394018
2122,Devasandra,12.7572271,77.6472795
2123,Doddagubbi,14.452076,75.5107992
2124,Doddanekkundi,12.9757204,77.6940417
2125,Domlur,12.9624669,77.6381958
2126,EPIP,12.9776727,77.72220003
2127,Fraser Town,42.2453631,-74.9646074
2128,Gunjur,13.17602,-16.759896
2129,HighCourt,53.7835082,-0.3871868
2130,Hoodi,12.9919033,77.7162015
2131,Horamavu,13.0273312,77.6601508
2132,Indiranagar S.O (Bangalore),12.9732913,77.6404672
2133,Jakkur,13.0784743,77.6068938
2134,Kadugodi,13.0216263,77.7661802
2135,Kalkunte,14.310717,76.2673431
2136,Kannamangala,13.2151923,77.6667197
2137,Kodigehalli,13.0031666,77.7272835
2138,Kothanur,12.5805368,77.3330675
2139,Krishnarajapuram,12.9186282,78.4463677
2140,Kundalahalli,12.9684441,77.7187843
2141,Lingarajapuram,13.0117678,77.6278288
2142,Mahadevapura,14.4667215,76.5745227
2143,Medimallasandra,12.9523031,77.830108
2144,Mundur,10.8354433,76.5720879
2145,Museum Road,-35.0813217,137.7042675
2146,NAL,58.31895635,12.2660147
2147,Panathur,12.9351457,77.7047541
2148,Rajanakunte,13.1691901,77.5639442
2149,Sadashivanagar,13.0077079,77.5795893
2150,Samethanahalli,12.979363,77.7907328
2151,Singanayakanahalli,13.1478621,77.5693207
2152,Vasanthanagar,9.3137072,80.4233956
2153,Venkateshapura,14.6347896,76.2308938
2154,Vimanapura,12.96218,77.6635462
2155,Virgonagar,13.0331172,77.734857
2156,Whitefield,44.373441,-71.61026
2157,Yelahanka,13.1006982,77.5963454
2158,Adugodi,12.9428472,77.6104155
2159,Agara,27.67060495,85.01617043
2160,Anjanapura,14.1595946,75.3883166
2161,Banashankari,15.8876779,75.7046777
2162,Bannerghatta,12.53290595,77.54619069
2163,Basavanagudi H.O,13.8345913,75.7339359
2164,Begur,52.480709,13.4518288
2165,Bolare,12.7798514,76.9214248
2166,Bommanahalli S.O (Bangalore),13.3457317,77.4333346
2167,Chandapura,17.4436387,77.433391
2168,Chandapura,17.4436387,77.433391
2169,Chickpet,12.9680027,77.578642
2170,Chikkalasandra,12.9121916,77.5476337
2171,Deepanjalinagar,12.95062355,77.53655377
2172,Doddakallasandra,12.8857355,77.5557448
2173,Girinagar S.O (Bangalore),12.9401439,77.5444995
2174,Gottigere,12.8565317,77.5877237
2175,Haragadde,12.7637369,77.655377
2176,Hennagara,12.7883084,77.6733345
2177,Hulimangala,12.8188956,77.6384041
2178,Hulimavu,12.1597985,76.7332897
2179,Hulimavu,12.1597985,76.7332897
2180,Huskur,12.8607674,77.7071019
2181,Jayanagar H.O,12.9292731,77.5824229
2182,Jigani,12.7852528,77.6380931
2183,Kalkere,12.8328089,77.5906929
2184,Kallubalu,12.7712034,77.6227944
2185,Kathriguppe,12.9311931,77.5547931
2186,Kengeri,12.9176571,77.4837568
2187,Konanakunte,12.88601785,77.5791414
2188,Koramangala,12.9340114,77.6222304
2189,Kumbalagodu,12.8786167,77.4467629
2190,Madivala,12.7105292,77.7594262
2191,Mallathahalli,12.9610667,77.5099088
2192,Mavalli,12.9528478,77.5819643
2193,Nayandahalli,12.9454012,77.5278104
2194,Ragihalli,12.7386426,77.5745803
2195,Ramohalli,12.906985,77.4185281
2196,Sakalavara,12.8210611,77.6084813
2197,Shanthinagar,58.235358,26.6831165
2198,Singasandra,12.6850414,77.6975628
2199,Subramanyapura,12.8839705,77.5412114
2200,Sulikere,12.9389629,77.4475916
2201,Taralu,12.7892102,77.5223282
2202,Tavarekere,12.8949057,78.2277071
2203,Thalaghattapura,12.8698169,77.5356688
2204,Yelachenahalli,12.897971,77.5700846
2205,Achitnagar,13.0911763,77.48348235
2206,Bagalgunte,13.0566493,77.5048222
2207,Bangalore City,13.0216263,77.7661802
2208,Basaveshwaranagar,12.986475,77.5385709
2209,Byatha,13.1930126,77.4848169
2210,Chikkabanavara,13.4021825,76.1844179
2211,Herohalli,12.8778323,77.1017182
2212,Hessarghatta,13.04842585,77.50762319
2213,Jalahalli H.O,13.0464531,77.5483803
2214,Kakolu,13.1875001,77.5198462
2215,Kamakshipalya,12.9823617,77.5226376
2216,Kodigehalli,13.0031666,77.7272835
2217,Kodigehalli,13.4439871,77.9970938
2218,Laggere,13.0108677,77.5207301
2219,Malleswaram,16.355021,81.2679183
2220,Mathikere,13.0328884,77.557374
2221,Msrit,13.0309553,77.56485594
2222,Nagarbhavi,12.9651008,77.5078635
2223,Nagasandra S.O (Bangalore),13.0479497,77.5001349
2224,Peenya Dasarahalli,13.0330189,77.533201
2225,Rajajinagar H.O,15.41545245,75.04406206
2226,Seshadripuram,16.7044988,80.5466724
2227,Shivakote,13.1345489,77.5134137
2228,Srirampuram,17.0226653,81.8507267
2229,Tarabanahalli,13.1905708,77.627882
2230,Vidyaranyapura,13.0766407,77.5577315
2231,Vijayanagar S.O (Bangalore),12.9718886,77.54578884
2232,Abbur,12.22133,76.18024
2233,Achalu,12.4748989,77.3630136
2234,Adarangi,13.1217472,77.1931641
2235,Agalakote,12.9067836,77.1683736
2236,Akkur,50.7339784,5.6667674
2237,Akkur,50.7339784,5.6667674
2238,Alahalli,13.2765863,77.5223369
2239,Aluru,15.3925756,77.2270144
2240,Ambadahalli,12.5249428,77.1898736
2241,Anekal,12.7086373,77.6993972
2242,Anjanapura,14.1595946,75.3883166
2243,Ankanahalli,12.8304835,77.2497581
2244,Anneshwara,13.2153244,77.7105771
2245,Aradeshanahalli,13.2223418,77.5653384
2246,Arakere,13.2001117,77.5387874
2247,Arudi,43.1050159,-0.4279426
2248,Attibele,12.7782588,77.7712834
2249,Attihalli,12.5040597,77.3287978
2250,Attikuppe,12.5495019,76.6887797
2251,Avathi,13.296413,77.7258629
2252,Averahalli,13.035354,77.4157394
2253,Bachenahatti,12.9536631,77.3038281
2254,Bagalur S.O (Bangalore),13.1331868,77.6687093
2255,Banavadi,13.1181137,77.2566101
2256,Banavasi,14.5389738,75.0129845
2257,Bannikuppe,12.6734316,77.4285699
2258,Baragenahalli,13.194119,77.2371251
2259,Begur,52.480709,13.4518288
2260,Bendiganahalli,13.2173482,77.8337043
2261,Bettakote,13.1992334,77.7409295
2262,Bidadi,12.7988507,77.3869947
2263,Bidaraguppe,12.8060574,77.7862873
2264,Bijjahalli,12.44976,77.5438327
2265,Budigere,13.1351402,77.74957
2266,Budihal,40.1807801,-4.6963387
2267,Byagadadenahalli,12.7426294,77.7014816
2268,Bylanarasapura,13.1769973,77.9356007
2269,Byramangala,12.7492546,77.4223044
2270,Chakkere,12.6100353,77.1711855
2271,Channarayapatna,13.2455918,77.797084
2272,Chikkajala,13.1715801,77.6345704
2273,Chikkanahalli,13.314318,77.7871125
2274,Chunchanakuppe,12.9095576,77.386642
2275,Dasanapura,13.0508851,76.9644144
2276,Devanahalli,13.2483502,77.7134377
2277,Devarahosahalli,13.9348185,76.0783359
2278,Dobbespet,13.2307461,77.2425462
2279,Doddabelavangala,13.2888795,77.4215754
2280,Doddabele,13.2230654,77.3376846
2281,Doddahejjaji,13.2708182,77.4152371
2282,Doddajala,13.1767348,77.6520502
2283,Doddakabballi,12.4418428,77.5160771
2284,Doddanallala,13.0834921,77.8973974
2285,Doddasanne,13.2177635,77.6941039
2286,Doddasomanahalli,12.7901066,76.5178394
2287,Dommasandra,13.0974753,78.4516588
2288,Ganalu,12.3659908,77.2134662
2289,Gangonahalli,13.1203112,77.0864791
2290,Gantiganahalli,13.3600207,77.6032617
2291,Garakahalli,12.4320101,76.8289688
2292,Girenahalli,15.0126557,76.3879046
2293,Gollahalli,13.7183597,77.579806
2294,Gollahalli,13.7183597,77.579806
2295,Gottigehalli,12.7209593,77.526767
2296,Guddanahalli,12.6899567,77.725314
2297,Gudemaranahalli,13.0514216,77.2638794
2298,Hadonahalli,13.3692418,77.5449548
2299,Hagalahalli,12.5542977,77.079945
2300,Hanabe,13.3249793,77.4635565
2301,Handenahalli,12.8259815,77.7673455
2302,Harisandra,12.7867738,77.3040265
2303,Harobele,12.4050244,77.426913
2304,Harohalli,13.0244417,77.9387307
2305,Harohalli,13.0244417,77.9387307
2306,Hasigala,13.1345227,77.7756037
2307,Heggadahalli,11.8792634,76.683914
2308,Hegganahalli,13.2187326,77.6104355
2309,Heggunda,13.2775355,77.2599783
2310,Hejjala,12.8553687,77.4169835
2311,Honnasandra,13.0406063,77.3373727
2312,Honnayakanahalli,12.4540723,77.092583
2313,Honniganahalli,12.4349571,77.2814516
2314,Horalagallu,12.4769413,77.3990413
2315,Hosadurga,13.7987759,76.2831034
2316,Hosahalli,13.3500993,77.7429078
2317,Hoskote,13.073014,77.7921381
2318,Hosur,12.7328844,77.8309478
2319,Hulikal,13.1381615,77.1475462
2320,Hulikunte,13.5325903,77.2601097
2321,Hullegowdanahalli,13.0603648,77.4065303
2322,Hullenahalli,13.2312388,77.1081302
2323,Hunasamaranahalli,13.1440103,77.6191241
2324,Hunasanahalli,12.9844098,78.1705568
2325,Huskur,12.8607674,77.7071019
2326,Ibasapura,13.2431585,77.8215484
2327,Jadigenahalli,13.0510014,77.8525514
2328,Jagadapura,12.5053566,77.2264669
2329,Jakkanahalli,13.3170855,76.6083581
2330,Jakkasandra,13.2836364,77.5010643
2331,Jalamangala,12.820985,77.2210866
2332,Jalige,13.2265508,77.5843982
2333,Kadabagere,12.9968992,77.4332254
2334,Kadahalli,13.2731128,77.9938708
2335,Kailancha,12.6672784,77.327378
2336,Kalari,24.4707382,72.6968589
2337,Kallahalli,13.1065809,77.7881984
2338,Kalludevanahalli,12.8379111,77.1526738
2339,Kalya,31.7498072,35.4661484
2340,Kambalu,13.1668703,77.2386203
2341,Kanakapura,12.5450268,77.4199095
2342,Kanasavadi,13.2084418,77.4364151
2343,Kanchugaranahalli,12.7229355,77.4436454
2344,Kannamangala,13.2151923,77.6667197
2345,Kannamangala,13.2151923,77.6667197
2346,Kannur,11.94668945,75.3538773
2347,Kanva,10.191463,8.991052
2348,Karahalli,38.3584929,29.53123043
2349,Kattigenahalli,13.0236672,77.8776606
2350,Kembliganahalli,13.1303439,77.8836527
2351,Kempasagara,12.9444363,77.1794388
2352,Kodigehalli,13.0031666,77.7272835
2353,Kodihalli,13.013635,78.3445339
2354,Koira,21.9068705,85.2505093
2355,Kolagondanahalli,12.4607683,77.6095243
2356,Koligere,13.3021321,77.3921505
2357,Kolliganahalli,12.7111621,77.4073992
2358,Korati,31.80882385,-9.381361262
2359,Kottagalu,12.6644649,77.3887453
2360,Kudur,-6.8538494,111.075811
2361,Kugur,12.0593135,8.7784405
2362,Kumbalahalli,13.0924523,77.7929664
2363,Kundana,13.257088,77.6284828
2364,Kyasapura,12.7463402,77.200459
2365,Lakkenahalli,13.7198461,77.7507448
2366,Lakkojanahalli,12.6410179,77.2779274
2367,Lakkur,12.7259455,76.2537773
2368,Lakshmipura,13.4474189,78.2982452
2369,Lakshmipura,13.4474189,78.2982452
2370,Madabal,12.9136433,77.2289905
2371,Madalakote,13.1149481,77.3107842
2372,Madanayakanahalli,12.598853,77.092354
2373,Madavara,17.1206754,77.3067602
2374,Madigondanahalli,13.0694268,77.2084539
2375,Magadi,12.9567353,77.2242281
2376,Mahadevapura,14.4667215,76.5745227
2377,Makali,13.4392417,77.4890962
2378,Makali,13.4392417,77.4890962
2379,Mallarabanavadi,13.0736036,77.3794648
2380,Mallathahalli,12.9610667,77.5099088
2381,Malur,13.0060343,77.9382839
2382,Manchanabele,12.8668921,77.3344212
2383,Manchanayakanahalli,12.835017,77.4172925
2384,Mandibele,13.2682778,77.7880904
2385,Mandigere,13.1641058,77.3703249
2386,Mankunda,12.6651201,77.1422119
2387,Manne,49.1772823,-1.3888152
2388,Manniganahalli,13.0534939,77.1879262
2389,Maralakunte,13.1322875,77.7048953
2390,Marale,12.4511407,77.3997994
2391,Marasandra,12.9804018,77.8739832
2392,Marikuppe,13.0420279,77.2980295
2393,Marsur,-0.3029971,-78.5513472
2394,Mathahalli,13.1104415,77.443513
2395,Mathikere,13.0328884,77.557374
2396,Mayaganahalli,12.7706442,77.3353105
2397,Mayasandra,13.3095936,77.6600805
2398,Mayasandra,13.3095936,77.6600805
2399,Medamaranahalli,12.7015058,77.4515986
2400,Melekote,12.5570664,77.4151933
2401,Mogenahalli,12.6993834,77.1321188
2402,Motagondanahalli,13.4175052,77.3315108
2403,Mudugere,13.5945716,77.4509326
2404,Mugabala,13.1187669,77.8897585
2405,Mullahalli,13.293062,78.0961866
2406,Mylanahalli,13.1857757,77.6967689
2407,NAGADENAHALLI,13.361187,78.0176067
2408,Nagavara,12.6854086,75.9383995
2409,Nandagudi,13.2032192,77.9013892
2410,Narasandra,13.0642937,77.1729895
2411,Narasipura,13.1100499,77.4630552
2412,Narayanapura,13.3397035,77.763495
2413,Narayanapura,13.3397035,77.763495
2414,Nelamangala,13.0953024,77.3963586
2415,Nelavagilu,13.2204772,77.9355841
2416,Neriga,12.9117656,77.7765251
2417,Obalapura,13.038915,77.975106
2418,Purushanahalli,13.2375981,77.3917084
2419,Rajaghatta,13.3252905,77.5918101
2420,Ramanagaram,17.005308,80.7108898
2421,Rameshwara,12.99365815,77.5678622
2422,Rampura,24.4678894,75.4404322
2423,Reddihalli,13.0800812,78.3669236
2424,Sadahalli,13.2111088,77.647022
2425,Sankighatta,13.0691707,77.092093
2426,Sarjapura,12.8600866,77.7861352
2427,Sasalu,13.2120243,77.1501711
2428,Sathanur,10.3562095,78.6149883
2429,Sathanur,10.3562095,78.6149883
2430,Shanumangala,12.7949617,77.431982
2431,Shettihalli,13.2086961,78.0481839
2432,Shivagange,13.1781542,77.2287036
2433,Shivanahalli,12.7238533,77.5753781
2434,Shivanapura,13.0063924,77.8694356
2435,Shivanapura,13.0063924,77.8694356
2436,Shivapura,13.3075851,77.5660059
2437,Singarajipura,12.5541658,77.2732718
2438,Sogala,15.8481657,74.9635102
2439,Soladevanahalli,13.0071985,77.3501716
2440,Solur,13.0698018,77.2586709
2441,Sondekoppa,13.0204419,77.3825478
2442,Sugganahalli,13.1597295,77.1297452
2443,Sugganahalli,13.1597295,77.1297452
2444,Sulleri,12.5755915,77.1726962
2445,Syakaladevanapura,13.2469014,77.4288809
2446,Tagachagere,12.6293396,77.2310894
2447,Tattekere,12.6728678,77.5737943
2448,Tavarekere,12.8949057,78.2277071
2449,Tavarekere S.O (Bangalore),12.963694,77.4014239
2450,Thimmasandra,13.1238879,77.7733157
2451,Thippasandra,12.973936,77.6509982
2452,Tungani,-4.3796143,-79.4643585
2453,Tyamagondlu,13.2146308,77.300428
2454,Udukunte,13.1317713,77.2352971
2455,Uganavadi,13.2365879,77.665414
2456,Vanakanahalli,12.6720709,77.694284
2457,Veerapura,13.3911226,77.8866177
2458,Venkatagirikote,13.3274011,77.7336139
2459,Vidyanagara,13.0184957,76.1088927
2460,Virupakshipura,13.0240748,76.4696584
2461,Vishwanathapura,13.2735285,77.6490994
2462,Yadamaranahalli,12.4272488,77.3790828
2463,Yadavanahalli,12.7898553,77.7514537
2464,Yeliyur,12.5098958,76.8286606
2465,Agram,45.813177,15.977048
2466,Amruthahalli,13.0665131,77.5966238
2467,Attur,11.66371065,78.53355129
2468,Banaswadi,13.0141618,77.6518539
2469,Bellandur,58.235358,26.6831165
2470,Bhattarahalli,13.0258004,77.714279
2471,Bidrahalli,14.5774262,74.9285603
2472,Byatarayanapura,13.06207355,77.59639164
2473,Devanagundi,12.9736132,77.8394018
2474,Devasandra,12.7572271,77.6472795
2475,Doddagubbi,14.452076,75.5107992
2476,Doddanekkundi,12.9757204,77.6940417
2477,Domlur,12.9624669,77.6381958
2478,EPIP,12.9776727,77.72220003
2479,Fraser Town,42.2453631,-74.9646074
2480,Gunjur,13.17602,-16.759896
2481,HighCourt,53.7835082,-0.3871868
2482,Hoodi,12.9919033,77.7162015
2483,Horamavu,13.0273312,77.6601508
2484,Indiranagar S.O (Bangalore),12.9732913,77.6404672
2485,Jakkur,13.0784743,77.6068938
2486,Kadugodi,13.0216263,77.7661802
2487,Kalkunte,14.310717,76.2673431
2488,Kannamangala,13.2151923,77.6667197
2489,Kodigehalli,13.0031666,77.7272835
2490,Kothanur,12.5805368,77.3330675
2491,Krishnarajapuram,12.9186282,78.4463677
2492,Kundalahalli,12.9684441,77.7187843
2493,Lingarajapuram,13.0117678,77.6278288
2494,Mahadevapura,14.4667215,76.5745227
2495,Medimallasandra,12.9523031,77.830108
2496,Mundur,10.8354433,76.5720879
2497,Museum Road,-35.0813217,137.7042675
2498,NAL,58.31895635,12.2660147
2499,Panathur,12.9351457,77.7047541
2500,Rajanakunte,13.1691901,77.5639442
2501,Sadashivanagar,13.0077079,77.5795893
2502,Samethanahalli,12.979363,77.7907328
2503,Singanayakanahalli,13.1478621,77.5693207
2504,Vasanthanagar,9.3137072,80.4233956
2505,Venkateshapura,14.6347896,76.2308938
2506,Vimanapura,12.96218,77.6635462
2507,Virgonagar,13.0331172,77.734857
2508,Whitefield,44.373441,-71.61026
2509,Yelahanka,13.1006982,77.5963454
2510,Adugodi,12.9428472,77.6104155
2511,Agara,27.67060495,85.01617043
2512,Anjanapura,14.1595946,75.3883166
2513,Banashankari,15.8876779,75.7046777
2514,Bannerghatta,12.53290595,77.54619069
2515,Basavanagudi H.O,13.8345913,75.7339359
2516,Begur,52.480709,13.4518288
2517,Bolare,12.7798514,76.9214248
2518,Bommanahalli S.O (Bangalore),13.3457317,77.4333346
2519,Chandapura,17.4436387,77.433391
2520,Chandapura,17.4436387,77.433391
2521,Chickpet,12.9680027,77.578642
2522,Chikkalasandra,12.9121916,77.5476337
2523,Deepanjalinagar,12.95062355,77.53655377
2524,Doddakallasandra,12.8857355,77.5557448
2525,Girinagar S.O (Bangalore),12.9401439,77.5444995
2526,Gottigere,12.8565317,77.5877237
2527,Haragadde,12.7637369,77.655377
2528,Hennagara,12.7883084,77.6733345
2529,Hulimangala,12.8188956,77.6384041
2530,Hulimavu,12.1597985,76.7332897
2531,Hulimavu,12.1597985,76.7332897
2532,Huskur,12.8607674,77.7071019
2533,Jayanagar H.O,12.9292731,77.5824229
2534,Jigani,12.7852528,77.6380931
2535,Kalkere,12.8328089,77.5906929
2536,Kallubalu,12.7712034,77.6227944
2537,Kathriguppe,12.9311931,77.5547931
2538,Kengeri,12.9176571,77.4837568
2539,Konanakunte,12.88601785,77.5791414
2540,Koramangala,12.9340114,77.6222304
2541,Kumbalagodu,12.8786167,77.4467629
2542,Madivala,12.7105292,77.7594262
2543,Mallathahalli,12.9610667,77.5099088
2544,Mavalli,12.9528478,77.5819643
2545,Nayandahalli,12.9454012,77.5278104
2546,Ragihalli,12.7386426,77.5745803
2547,Ramohalli,12.906985,77.4185281
2548,Sakalavara,12.8210611,77.6084813
2549,Shanthinagar,58.235358,26.6831165
2550,Singasandra,12.6850414,77.6975628
2551,Subramanyapura,12.8839705,77.5412114
2552,Sulikere,12.9389629,77.4475916
2553,Taralu,12.7892102,77.5223282
2554,Tavarekere,12.8949057,78.2277071
2555,Thalaghattapura,12.8698169,77.5356688
2556,Yelachenahalli,12.897971,77.5700846
2557,Achitnagar,13.0911763,77.48348235
2558,Bagalgunte,13.0566493,77.5048222
2559,Bangalore City,13.0216263,77.7661802
2560,Basaveshwaranagar,12.986475,77.5385709
2561,Byatha,13.1930126,77.4848169
2562,Chikkabanavara,13.4021825,76.1844179
2563,Herohalli,12.8778323,77.1017182
2564,Hessarghatta,13.04842585,77.50762319
2565,Jalahalli H.O,13.0464531,77.5483803
2566,Kakolu,13.1875001,77.5198462
2567,Kamakshipalya,12.9823617,77.5226376
